id,type,legal_basis,pdf_link,programme,reg_date,remark,address,birth,citizen,name,passport,serialid
6219,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Listing of 14.4.2011.,,,,SHARIATI Seyeed Hassan Head of Mashhad Judiciary.,,1357
6220,P,371/2014 (OJ L 109),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:109:FULL&from=EN,IRN,2014-04-12,Listing of 14.4.2011.,,1945 Najafabad IRN,,DORRI-NADJAFABADI Ghorban-Ali Member of the Expediency Council and also representative of the Supreme Leader in Markazi (Central) Province. Former Prosecutor General of Iran until September 2009 (former Intelligence minister under Khatami presidency),,1358
6222,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"HADDAD Hassan Judge, Tehran Revolutionary Court, branch 26. , ZAREH DEHNAVI Hassan",,1359
6223,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"SOLTANI Hodjatoleslam Seyed Mohammad Judge, Mashhad Revolutionary Court",,1360
6224,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"HEYDARIFAR Ali-Akbar Judge, Tehran Revolutionary Court",,1361
6225,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,JAFARI-DOLATABADI Abbas Prosecutor general of Tehran since August 2009,,1362
6226,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"MOGHISSEH Mohammad Judge, Head of Tehran Revolutionary Court, branch 28. , NASSERIAN Mohammad",,1363
6227,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,1956 circa Ejiyeh IRN,,MOHSENI-EJEI Gholam- Hossein Prosecutor General of Iran since September 2009 and spokesman of the Judiciary (former Intelligence minister during the 2009 elections).,,1364
6228,P,371/2014 (OJ L 109),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:109:FULL&from=EN,IRN,2014-04-12,Date of listing 14.4.2011.,,"1967 Meybod, Yazd IRN",,"MORTAZAVI Said Former Head of Irans Anti-smuggling Task Force, former Prosecutor general of Tehran until August 2009.",,1365
6229,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"PIR-ABASSI Abbas Tehran Revolutionary Court, branches 26 and 28.",,1366
6230,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,MORTAZAVI Amir Deputy Prosecutor of Mashhad,,1367
6231,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"SALAVATI Abdolghassem Judge, Head of Tehran Revolutionary Court, branch 15",,1368
6232,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,SHARIFI Malek Adjar Head of East Azerbaidjan Judiciary,,1369
6233,P,371/2014 (OJ L 109),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2014:109:FULL&from=EN,IRN,2014-04-12,Date of listing 14.4.2011.,,,,"ZARGAR Ahmad Head of the Organization for the Preservation of Morality. Former judge, Tehran Appeals Court, branch 36.",,1370
6234,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011,,,,"YASAGHI Ali-Akbar Judge, Mashhad Revolutionary Court",,1371
6235,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,BOZORGNIA Mostafa Head of ward 350 of Evin Prison,,1372
6236,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,ESMAILI Gholam-Hossein Head of Irans Prisons Organisation,,1373
6237,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,"SEDAQAT Farajollah Assistant Secretary of the General Prison Administration in Tehran - Former Head of Evins prison, Tehran until October 2010",,1374
6238,P,359/2011 (OJ L 100),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0001:0011:EN:PDF,IRN,2011-04-14,Date of listing 14.4.2011.,,,,ZANJIREI Mohammad-Ali Deputy Head of Irans Prisons Organisation,,1375
6239,P,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan Ambassador to Chad. Date of listing 12.4.2011.,,,,AL QADHAFI Quren Salih Quren,,1376
6240,P,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Directly involved in recruiting mercenaries. Date of listing 12.4.2011.,,,,AL KUNI Amid Husain Colonel Governor of Ghat (South Libya),,1377
6334,E,709/2012 (OJ L 206),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:208:0002:0005:EN:PDF,IRN,2012-08-03,Owned or controlled by Ministry of Defence and Armed Forces Logistics (MODAFL) Carries out scientific research in relation to the development of nuclear weapons. Date of listing: 23.05.2011,"Daneshju Blvd., Yaman St., Chamran Blvd. Tehran IRN , P.O. Box 19839-63113 Tehran IRN",,,Shahid Beheshti University,,1378
6241,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan subsidiary of the Central Bank of Libya. Date of listing 12.4.2011.,"El Ghayran Area, Ganzor El Sharqya, P.O. Box 1100 Tripoli SWIFT/BIC AGRULYLT (Libya). e-mail: agbank@ agribankly.org. Tel No. (218)214870586; (218) 214870714; (218) 214870745; (218) 213338366; (218) 213331533; (218) 213333541; (218) 213333544; (218) 213333543; (218) 213333542. Fax No.: (218) 214870747; (218) 214870767; (218) 214870777; (218) 213330927; (218) 213333545. , Al Jumhouria Street, East Junzour, Al Gheran Tripoli LBY SWIFT/BIC AGRULYLT (Libya)",,,"Libyan Agricultural Bank , Agricultural Bank , Al Masraf Al Zirae Agricultural Bank , Al Masraf Al Zirae , ________ _____________ ______ BG , Banco Agr_cola de Libia ES , Banco Agr_cola ES , Banco Agr_cola Al Masraf Al Zirae ES",,1379
6243,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan subsidiary of the Economic & Social Development Fund. Date of listing 12.4.2011.,,,,Al-Inma Holding Co. for Services Investments,,1380
6244,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan subsidiary of the Economic & Social Development Fund. Date of listing 12.4.2011.,,,,Al-Inma Holding Co. For Industrial Investments,,1381
6245,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan subsidiary of the Economic & Social Development Fund. Date of listing 12.4.2011.,Hasan al-Mashay Street (off al- Zawiyah Street) LBY Tel No.: (218) 213345187 Fax: +218.21.334.5188 e-mail: info@ethic.ly,,,Al-Inma Holding Company for Tourism Investment,,1382
6247,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan subsidiary of the Economic & Social Development Fund. Date of listing 12.4.2011.,,,,Al-Inma Holding Co. for Construction and Real Estate Developments,,1383
6249,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,Libyan subsidiary of the Libyan Africa Investment Portfolio. Date of listing 12.4.2011.,,,,"LAP Green Networks , LAP Green Holding Company",,1384
6258,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,UK-incorporated subsidiary of the Libyan Investment Authority. Date of listing: 12.4.2011.,"530-532 Elder Gate, Elder House Milton Keynes GBR Reg no 01794877 (UK)",,,Sabtina Ltd,,1385
6260,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,BVI-incorporated subsidiary of the Libyan Investment Authority. Date of listing: 12.4.2011.,"Woodbourne Hall, PO Box 3162 Road Town, Tortola VGB Other Info: Reg no 1510484 (BVI)",,,Ashton Global Investments Limited,,1386
6261,E,689/2014 (OJ L 183),http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2014_183_R_0001&from=EN,LBY,2014-06-24,BVI -incorporated entity owned by Saadi Qadhafi. Date of listing: 12.4.2011.,,,,Capitana Seas Limited,,1387
6262,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,BVI -incorporated subsidiary of the Libyan Investment Authority. Date of listing: 12.4.2011.,"Woodbourne Hall, PO Box 3162 Road Town, Tortola VGB Other Info: Reg no 1534407 (BVI)",,,Kinloss Property Limited,,1388
6263,E,360/2011 (OJ L 101),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:100:0012:0021:EN:PDF,LBY,2011-04-14,IOM-incorporated subsidiary of the Libyan Investment Authority. Date of listing: 12.4.2011.,"c/o ILS Fiduciaries (IOM) Ltd, First Floor, Millennium House, Victoria Road Douglas, Isle of Man GBR Other info: Reg no 59058C (IOM)",,,Baroque Investments Limited,,1389
6303,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011,,1967-12-08,,"Al-Assad Maher Commander of the Army's 4th Armoured Division. , Al-Assad Mahir",4138 (Diplomatic passport),1390
6304,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011,,1946-02-19 Damascus SYR,,"Mamlouk Ali Head of Syrian General Intelligence Directorate (GID) , Mamluk Ali",No 983 (diplomatic passport),1391
6305,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011.,,1956 Aleppo,,"Al-Chaar Mohammad Ibrahim Minister for the Interior , Al-Shaar Muhammad Ibrahim",,1392
6306,P,363/2013 (OJ L111),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:111:0001:0024:EN:PDF,SYR,2013-04-23,Date of listing 9.5.2011.,,,,"Najib Atef Former Head of Political Security Directorate in Deraa , Najib Atej , Najib Atif , Najeeb Atef",,1393
6307,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011.,,1971-04-02 Damascus SYR,,"Makhlouf Hafez Colonel and Head of Unit in General Intelligence Directorate, Damascus Branch , Makhluf Hafiz",2246 (diplomatic passport),1394
6308,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011.,,1951-05-20 Damascus SYR,,"Zeitoun Mohammed Dib Head of Political Security Directorate , Zaytun Muhammad Dib",D000001300 (diplomatic passport),1395
6309,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011.,,,,Al-Abbas Amjad Head of Political Security in Banyas,,1396
6310,P,266/2012 (OJ L 87),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:087:0045:0048:EN:PDF,SYR,2012-03-24,Date of listing 9.5.2011.,,1969-07-10 Damascus SYR,,Makhlouf Rami Businessman,454224 (passport),1397
6311,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of listing 9.5.2011.,,1953 Hama SYR,,Qudsiyah Abd Al-Fatah Head of Syrian Military Intelligence (SMI),D0005788 (diplomatic passport),1398
6312,P,363/2013 (OJ L111),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:111:0001:0024:EN:PDF,SYR,2013-04-23,Date of listing: 9.5.2011.,,,,"Hassan Jamil Head of Syrian Air Force Intelligence , Hassan Jameel",,1399
6313,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of lisitng 9.5.2011.,,1953-05-03 Dara'a SYR,,"Ghazali Rustum Head of Syrian Military Intelligence, Damascus Countryside Branch",D000000887 (diplomatic passport),1400
6314,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of lisitng 9.5.2011.,,1962-06-18 Kerdala SYR,,Al-Assad Fawwaz,88238 (passport number),1401
6315,P,36/2012 (OJ L 16),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:016:0001:0032:EN:PDF,SYR,2012-01-19,Date of lisitng 9.5.2011.,,1961-03-01 Lattakia SYR,,Al-Assad Munzir,"86449 (passport number) , 842 781 (passport number)",1402
6317,P,1017/2012 (OJ L 307),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:307:0007:0055:en:PDF,BLR,2012-11-07,Date of listing: 23.5.2011,,,,"Shykarou Uladzislau Aleksandravich Judge of the Zheleznodorozhny District Court of Vitebsk. , Shikarov Vladislav Aleksandrovich , ______ _____i___ ___________i , ________ _________ _____________ , Schykarou Uladzislau Aleksandrawitsch DE , Schikarow Wladislaw Aleksandrowitsch DE , Sikarov Vladziszlav Alekszandravics HU , Sikarov Vlagyiszlav Alekszandrovics HU , Sjykarou Uladzislau Aleksandravitj SV , Sjikarov Vladislav Aleksandrovitj SV",,1403
6318,P,1017/2012 (OJ L 307),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:307:0007:0055:en:PDF,BLR,2012-11-07,[Date of listing: 23.5.2011],,1964-11-13,,"Merkul Natallia Viktarauna F Director of the Secondary School in Talkov City, Pukhovichi District. , Merkul Natalia Viktorovna , Merkul Natalya Viktorovna , ____ _____ _i_______ , ____ ____ ____________ , Merkul Natallja Wiktarauna DE , Merkul Natalja Wiktorowna DE , Merkul Natallja Viktaravna HU , Merkul Natalja Viktorovna HU , Merkul Natallia Viktarauna SV , Merkul Natallja Viktarauna SV",,1404
6319,P,502/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0024:0025:EN:PDF,LBY,2011-05-24,Date of listing 23.05.2011.,,,,Juwadi Taher Colonel Fourth in Revolutionary Guard chain of command,,1405
6321,P,1054/2013 (OJ L 288),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:288:0001:0056:en:PDF,BLR,2013-10-30,[Date of listing: 23.5.2011],,"1948-08-27 , 1949-08-27",,"Akulich Sviatlana Rastsislavauna F Former judge of the Pukhovichi District Court. , Okulich Svetlana Rostislavovna , ___i ________ __ i_________ , _____ _________ _______________ , Akulitsch Swjatlana Raszislawauna DE , Okulitsch Swetlana Rostislawowna DE , Akulics Szvjatlana Raszciszlavavna HU , Okulics Szvetlana Rosztiszlavovna HU , Akulitj Svjatlana Rastsislavauna SV , Okulitj Svetlana Rostislavovna SV",,1406
6322,P,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Formerly acting Head of the Atomic Energy Organisation of Iran (AEOI), and currently Deputy Head of the AEOI.",,,,Ahmadian Mohammad Deputy Head of the AEOI,,1407
6323,P,1017/2012 (OJ L 307),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:307:0007:0055:en:PDF,BLR,2012-11-07,[Date of listing: 23.5.2011],,1971-04-20 Rakov,,"Pykina Natallia Mikhailauna F Judge of the Partizanski District Court , Pykina Natalia Mikhailauna , Pykina Natalya Mikhailovna , __i___ _____ _i_________ , ______ ____ _____________ , Pykina Natallja Michailauna DE , Pykina Natalja Michailowna DE , Pikina Natallja Mihajlavna HU , Pikina Natalja Mihajlavna HU , Pykina Natallja Michailauna SV , Pykina Natalja Michajlovna SV , Pikina Natalia Mikhailovna , __i___ _____ _i_________ , ______ ____ _____________ , Pikina Natalja Mihajlovna HU",,1408
6325,P,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,Deputy Head of the AEOI.,,,,Rastkhah Naser Engineer Deputy Head of the AEOI.,,1409
6326,P,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,Deputy Head of the AEOI. Date of listing 23.5.2011.,,,,Soltani Behzad Deputy Head of the AEOI.,,1410
6327,P,1054/2013 (OJ L 288),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:288:0001:0056:en:PDF,BLR,2013-10-30,[Date of listing: 23.5.2011],,,,"Aliaksandrau Dzmitry Piatrovich M Former judge of the Supreme Economic Court. , Aleksandrov Dmitri Petrovich , _________ ____i__ _____i , ____________ _______ _______ , Aljaksandrau Dsmitryj Pjatrowitsch DE , Aleksandrow Dmitri Petrowitsch DE , Aljakszandrav Dzmitrij Pjatrovics HU , Alekszandrov Dmitrij Petrovics HU , Aljaksandrau Dzmitryj Pjatrovitj SV , Aleksandrov Dmitrij Petrovitj SV",,1411
6328,P,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Deputy Head of the AEOI for Planning, International and Parliamentary affairs. Date of listing 23.5.2011.",,,,"Akhavan-Fard Massoud Deputy Head of the AEOI for Planning, International and Parliamentary affairs.",,1412
6329,P,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Chairman and Managing Director of IRISL. He is also Chairman of Soroush Sarzamin Asatir Ship Management Co. (SSA), Safiran Payam Darya Shipping Co. (SAPID), and Hafiz Darya Shipping Co. (HDS), know IRISL affiliates.Date of listing 23.5.2011.",,1956-02-19,,Dajmar Mohammad Hossein Chairman and Managing Director of IRISL.,K13644968 (expires May 2013) IRN,1413
6330,P,1017/2012 (OJ L 307),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2012:307:0007:0055:en:PDF,BLR,2012-11-07,[Date of listing: 23.5.2011],,1964-06-19 Brest region,,"Vakulchyk Valery Paulavich Head of the Investigation Committee , Vakulchik Valeri Pavlovich , _____ ______ _______i , ______ _______ __________ , Wakultschyk Walery Paulawitsch DE , Wakultschik Waleri Pawlowitsch DE , Vakulcsik Valerij Pavlavics HU , Vakultjyk Valeryj Paulavitj SV , Vakultjik Valerij Pavlovitj SV , Vakulcsik Valerij Pavlovics HU",,1414
6331,P,1054/2013 (OJ L 288),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2013:288:0001:0056:en:PDF,BLR,2013-10-30,[Date of listing: 23.5.2011],,,,"Chatviartkova Natallia Alexeeuna F Former Deputy President and judge of the Partizanski District Court of Minsk. , Chetvertkova Natalia Alexeevna , Chetvertkova Natalya Alexeevna , __________ _____ _________a , ___________ ____ __________a , Csatvjartkova Natallja Alexejevna HU , Csetvertkova Natalja Alexejevna HU , Tjatvjartkova Natallja Aleksejeuna SV , Tjetvertkova Natalja Aleksejevna SV",,1415
6332,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Date of listing: 23.5.2011. EIH has played a key role in assisting a number of Iranian banks with alternative options for completing transactions disrupted by EU sanctions targeting Iran. EIH has been noted acting as the advising bank and intermediary bank in transactions with designated Iranian entities. For example, EIH froze the accounts of EU-designated bank Saderat Iran and Bank Mellat located at EIH Hamburg in early August 2010. Shortly afterwards, EIH resumed Euro-denominated business with Bank Mellat and Bank Saderat Iran using EIH accounts with a non-designated Iranian bank. In August 2010, EIH was setting up a system to enable routine payments to be made to Bank Saderat London and Future Bank Bahrain, in such a way as to avoid EU sanctions. As of October 2010, EIH was continuing to act as a conduit for payments by sanctioned Iranian banks, including Bank Mellat and Bank Saderat. These sanctioned banks are to direct their payments to EIH via Iran's Bank of Industry and Mine. In 2009, EIH was used by Post Bank in a sanctions evasion scheme which involved handling transactions on behalf of UN-designated Bank Sepah. EU-designated Bank Mellat is one of EIH's parent banks.","2 Depenau D-20095 Hamburg DEU Head Office , Sanaee Avenue, PO Box 79415/148 79415 Kish Island IRN Kish branch , 1655/1 Valiasr Avenue, PO Box 19656 43 511 Tehran IRN Tehran branch",,,"Europ_isch-Iranische Handelsbank , EIH",,1416
6333,E,956/2011 (OJ L 249),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:249:0001:0005:EN:PDF,SOM,2011-09-27,Date of listing: 23.6.2011.,,,,Bena Properties,,1417
6335,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Bonyad Taavon Sepah, also known as the IRGC Cooperative Foundation, was formed by the Commanders of the IRGC to structure the IRGC's investments. It is controlled by the IRGC. Bonyad Taavon Sepah's Board of Trustees is composed of nine members, of whom eight are IRGC members. These officers include the IRGC's Commander in Chief, who is the Chairman of the Board of Trustees, the Supreme Leader's representative to the IRGC, the Basij commander, the IRGC Ground Forces commander, the IRGC Air Force commander, the IRGC Navy commander, the head of the IRGC Information Security Organization, a senior IRGC officer from the Armed Forces General Staff, and a senior IRGC officer from MODAFL. Date of listing: 23.05.2011","Niayes Highway, Seoul Street Tehran IRN",,,"Bonyad Taavon Sepah , IRGC Cooperative Foundation , Bonyad-e Ta'avon-Sepah , Sepah Cooperative Foundation",,1418
6336,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Bonyad Taavon Sepah created Ansar Bank to provide financial and credit services to IRGC personnel. Initially, Ansar Bank operated as a credit union and transitioned in to a fully fledged bank in mid 2009, upon receiving a licence from Iran's Central bank. Ansar Bank, formerly known as Ansar al Mojahedin, has been linked to the IRGC for over 20 years. IRGC members received their salaries through Ansar bank. In addition, Ansar bank provided special benefits to IRGC personnel, including reduced rates for home furnishings and free, or reduced-cost, health care. Date of listing: 23.05.2011","539 North Pasdaran Avenue, Tehran Tehran IRN , North Khaje Nasir Street [Ansar Building] Tehran IRN",,,"Ansar Bank , Ansar Saving and Interest Free-Loans Fund , Ansar al-Mojahedin No-Interest Loan Institute , Ansae Institute , Ansar Financial and Credit Institute , Ansar Finance and Credit Fund",,1419
6337,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"Mehr Bank is controlled by Bonyas Taavon Sepah and the IRGC. Mehr Bank provides financial services to the IRGC. According to an open source interview with the head of Bonyad Taavon Sepah, Parviz Fattah (b. 1961), Bonyad Taavon Sepah created Mehr Bank to serve the Basij (paramilitary arm of the IRGC). Date of listing: 23.05.2011",204 Taleghani Ave Tehran IRN,,,"Mehr Bank , Mehr Finance and Credit Institute , Mehr Interest-Free Bank",,1420
6338,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,Darya Capital Administration is a wholly owned subsidiary of IRISL Europe GmbH. Its Managing Director is Mohammad Talai. Date of listing: 23.05.2011,"5 Schottweg 22087 Hamburg DEU Business Registration Document # HRB94311 (Germany) issued 21 Jul 2005 , 6 Schottweg 22087 Hamburg DEU Business Registration No. HRB96253, issued Jan 30, 2006",,,Darya Capital Administration GMBH,,1421
6339,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,Owned by Ocean Capital Administration and IRISL Europe. Ahmad Sarkandi is also the director of Ocean Capital Administration GmbH and Nari Shipping and Chartering GmbH & Co. KG. Date of listing: 23.05.2011,5 Schottweg 22087 Hamburg DEU Business Registration Document # HRA102485 (Germany) issued 19 Aug 2005; Telephone: 004940278740,,,Nari Shipping and Chartering GmbH & Co. KG,,1422
6340,E,503/2011 (OJ L 136),http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:136:0026:0044:EN:PDF,IRN,2011-05-24,"A German-based IRISL holding company that, together with IRISL Europe, owns Nari Shipping and Chartering GmbH & Co. KG. Ocean Capital Administration and Nari Shipping and Chartering also share the same address in Germany as IRISL Europe GmbH. Date of listing: 23.05.2011",5 Schottweg 22087 Hamburg DEU Business Registration Document # HRB92501 (Germany) issued 4 Jan 2005; Telephone: 004940278740,,,Ocean Capital Administration GmbH,,1423
